Title,Rental_Price,Location,Beds,Baths,Super Built-up Area,Status,Furnished Status,Rental Value,Address,Furnishing,link,Balconies,Carpet Area,Project,Floor,Facing,Lift,Age Of Construction,Security Deposit,Landmarks,Flooring,Overlooking,Age of Construction,Water Availability,Status of Electricity,Price,Developer,Additional Rooms,Amenities,Price per sqft,Configuration,Tower & Unit,Balcony,Floors allowed for construction,Covered Parking,Lifts,Car parking,Authority Approval,Bed,Tower,Unit,Bath,Type of Ownership,RERA ID,Plot Area,Any Construction done,Boundary Wall,Transaction Type,Additional Features,Approved
"2 BHK Flat 1179 Sq-ft For Rent in Vrundavan Heights,","₹26,000","Gota, Ahmedabad",2.0,2.0,,Immediately,Furnished,"₹26,000|₹2,200Monthly Maintenance","B-101, Vrundavan Heights, Gota, Ahmedabad-382481, Gota, Ahmedabad - North, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1179-Sq-ft-Multistorey-Apartment-FOR-Rent-Gota-in-Ahmedabad&id=4d423833313732303037,,800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹33/sqft,Vrundavan Heights,1(Out of 13 Floors),East,2.0,,"₹50, 000","Property is near to schools, hospitals, restuarants, supermarket","Vitrified, Ceramic Tiles",Garden/Park,5 to 10 years,24 Hours Available,No/Rare Powercut,₹ 1.04 Cr - ₹ 1.30 Cr,Vandematram Group,None of these,"Fire Fighting Equipment,Activity Deck4,Retail Boulevard (Retail Shops),Library And Business Centre,Kids Play Area,Indoor Squash & Badminton Courts,Jogging and Strolling Track,Conference Room,DTH Television Facility,Waste Disposal,Maintenance Staff,Visitor Parking,Service/Goods Lift,Water Storage,Security,Reserved Parking,Park,Gymnasium,Club House,Rain Water Harvesting,Lift,Power Back Up",,2 BHK Flat,"3 Towers , 121 Units",1.0,,1.0,2.0,1 Covered,,,,,,,,,,,,,
"2 BHK Flat 1140 Sq-ft For Rent in Hn Safal Orchid Greenfield,","₹23,000","Shela, Ahmedabad",2.0,2.0,1140sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹20/sqft,Immediately,Unfurnished,"₹23,000","Shela, Ahmedabad, Shela, Ahmedabad - Ahmedabad Suburban, Gujarat",Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1140-Sq-ft-Multistorey-Apartment-FOR-Rent-Shela-in-Ahmedabad&id=4d423833353038353535,,,Hn Safal Orchid Greenfield,1(Out of 16 Floors),East,2.0,,,,Ceramic Tiles,Pool,10 to 15 years,24 Hours Available,,₹ 52.0 Lac - ₹ 65.0 Lac,Goyal & Co. & HN Safal,,,"₹ 4,561 - ₹ 5,702",2 BHK Flats,"10 Towers , 632 Units",1.0,16.0,1.0,2.0,1 Covered,,,,,,,,,,,,,
"2 BHK 1050 Sq-ft Flat/Apartment  For Rent in Mahadev Harsh Platinum 3,","₹30,000","South Bopal, Ahmedabad",2.0,2.0,,Immediately,Furnished,"₹30,000","Telav - Ghuma Rd, Ghuma, Ahmedabad, Gujarat, South Bopal, Ahmedabad - West, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1050-Sq-ft-Multistorey-Apartment-FOR-Rent-South-Bopal-in-Ahmedabad&id=4d423832363031343633,,670sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹45/sqft,Mahadev Harsh Platinum 3,5(Out of 7 Floors),East,2.0,,"₹60, 000",ghuma bopal main road,Marble,Garden/Park,Less than 5 years,24 Hours Available,No/Rare Powercut,₹ 91.8 Lac - ₹ 1.44 Cr,,Store,"RO Water System,Reserved Parking,Lift",,,,1.0,7.0,1.0,2.0,1 Covered,,,,", 81 Units",,,,,,,,,
"4 BHK 3700 Sq-ft Flat/Apartment  For Rent in Popular Domain,",₹1.5 Lac,"Bodakdev, Ahmedabad",4.0,4.0,,Immediately,Furnished,₹1.5 Lac,"Sarkhej Gandhinagar Highway, Ahmedabad, Bodakdev, Ahmedabad - West, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/4-BHK-3700-Sq-ft-Multistorey-Apartment-FOR-Rent-Bodakdev-in-Ahmedabad&id=4d423737393734353635,,2000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹75/sqft,Popular Domain,3(Out of 11 Floors),East,2.0,,₹3.0 Lac,4 bhk fully furnished flat available for rent in popular domaiin in bo,Vitrified,"Garden/Park, Pool",Less than 5 years,24 Hours Available,No/Rare Powercut,₹ 3.40 Cr - ₹ 3.70 Cr,Popular Infrabuild Pvt. Ltd.,"Puja Room, Store, Servant Room","Fire Fighting Equipment,Visitor Parking,Reserved Parking,Park,Club House,Lift","₹ 9,189 - ₹ 10,000",4 BHK Flats,"6 Towers , 66 Units",1.0,5.0,2.0,2.0,,,,,,,,,,,,,,
3 BHK Flat 900 Sq-ft For Rent in,"₹60,000","Navrangpura, Ahmedabad",3.0,3.0,,Immediately,Furnished,"₹60,000|₹500Monthly Maintenance","Navrangpura, Ahmedabad - Central, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-900-Sq-ft-Multistorey-Apartment-FOR-Rent-Navrangpura-in-Ahmedabad&id=4d423830393032383933,3.0,500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹120/sqft,,3(Out of 4 Floors),North - West,,Less than 5 years,"₹12, 000",it has been well maintained flat it has all modern technology and lasted facilities and it is available for boys or girls or batchelors it is good location and parvet parking for surther inform contact to Navin estate,,"Garden/Park, Main Road",Less than 5 years,,,,,Store,,,,,,,,,,,,,,,,,,,,,,
"3 BHK Flat 1431 Sq-ft For Rent in Barsana Sharnam Arise,","₹18,000","Narolgam, Ahmedabad",3.0,2.0,1431sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹13/sqft,Immediately,Unfurnished,"₹18,000|₹1,000Monthly Maintenance","Narolgam, Ahmedabad - South, Gujarat",Unfurnished,https://www.magicbricks.com/propertyDetails/3-BHK-1431-Sq-ft-Multistorey-Apartment-FOR-Rent-Narolgam-in-Ahmedabad&id=4d423833313732383537,2.0,,Barsana Sharnam Arise,7(Out of 11 Floors),,,,"₹18, 000",,,,,,,₹ 37.5 Lac - ₹ 44.8 Lac,Barsana Developers,,"Kids Splash Pool,Indoor Games Room,Kids play area,CCTV Camera,Multipurpose Hall,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Lift",,2 BHK Flats,"6 Towers , 301 Units",,,,,,,,,,,,,,,,,,
"2 BHK 1113 Sq-ft Flat/Apartment  For Rent in Gala Aria,","₹28,000","South Bopal, Ahmedabad",2.0,2.0,,Immediately,Semi-Furnished,"₹28,000","South Bopal, Ahmedabad, South Bopal, Ahmedabad - West, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1113-Sq-ft-Multistorey-Apartment-FOR-Rent-South-Bopal-in-Ahmedabad&id=4d423832363031303633,,670sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹42/sqft,Gala Aria,3(Out of 13 Floors),East,2.0,,"₹56, 000",Near Saraswati hospital.,Ceramic Tiles,Garden/Park,5 to 10 years,24 Hours Available,No/Rare Powercut,₹ 69.7 Lac - ₹ 1.32 Cr,Gala Group,Store,"Outdoor Tennis Courts,Library And Business Centre,Kids Play Area,Indoor Games Room,Reserved Parking,Gymnasium,Club House,Lift,Power Back Up","₹ 5,571 - ₹ 6,383","2, 3 BHK Flats","5 Towers , 264 Units",1.0,13.0,1.0,2.0,,,,,,,,,,,,,,
"2 BHK Flat 1045 Sq-ft For Rent in Signature Homes,","₹20,000","Sanand Sarkhej Road, Ahmedabad",2.0,2.0,,Immediately,Semi-Furnished,"₹20,000|₹1,500Monthly Maintenance","Sarkhej Sanand Road, Link in Road, Sanand Sarkhej Road, Ahmedabad - Ahmedabad Suburban, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1045-Sq-ft-Multistorey-Apartment-FOR-Rent-Sanand-Sarkhej-Road-in-Ahmedabad&id=4d423833353038383331,2.0,1045sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹19/sqft,Signature Homes,1(Out of 5 Floors),East,,10 to 15 years,"₹20, 000",,,"Garden/Park, Main Road",10 to 15 years,,,₹ 1.14 Cr - ₹ 1.24 Cr,Signature Group,,"Fire Fighting Equipment,Kids Play Area,Intercom Facility,Reserved Parking,Gymnasium,Club House,Lift,Power Back Up",,,"8 Towers , 160 Units",,,,,,,,,,,,,,,,,,
"3 BHK 1800 Sq-ft Flat/Apartment  For Rent in Anon Anupam Apartment,","₹35,000","Naranpura, Ahmedabad",3.0,3.0,1800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹19/sqft,Immediately,Semi-Furnished,"₹35,000","Near Naranpura post office, Naranpura, Ahmedabad - West, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Multistorey-Apartment-FOR-Rent-Naranpura-in-Ahmedabad&id=4d423833313732333737,,,Anon Anupam Apartment,5(Out of 7 Floors),East,,Less than 5 years,"₹70, 000",Near Naranpura post office Naranpura,,"Garden/Park, Main Road",Less than 5 years,,,₹ 1.18 Cr - ₹ 1.30 Cr,,"Puja Room, Store, Study",,,,"1 Tower , 14 Units",1.0,,,,,,,,,,,,,,,,,
"3 BHK 1745 Sq-ft Flat/Apartment  For Rent in A Shridhar Kaveri Soham Vivanta,","₹40,000","Shilaj, Ahmedabad",3.0,3.0,,Immediately,Furnished,"₹40,000|₹2,500Monthly Maintenance","Sardar Patel Ring Rd, Near Rajthal, Sindhubhavan Extention Road, Bopal, Shilaj, Ahmedabad - Gujarat, Shilaj, Ahmedabad - West, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1745-Sq-ft-Multistorey-Apartment-FOR-Rent-Shilaj-in-Ahmedabad&id=4d423830393135353539,,1069sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹37/sqft,A Shridhar Kaveri Soham Vivanta,10(Out of 14 Floors),East,3.0,,"₹80, 000",ShilajSouth bopal,"Marble, Vitrified",Garden/Park,5 to 10 years,24 Hours Available,No/Rare Powercut,₹ 82.1 Lac - ₹ 92.5 Lac,A Shridhar Infracon LLP,Store,"Fire Fighting Equipment,Kids Play Area,CCTV Camera,Banquet Hall,Security,Reserved Parking,Park,Gymnasium,Lift","₹ 4,700 - ₹ 8,065",3 BHK Flats,"7 Towers , 392 Units",1.0,14.0,1.0,3.0,,,,,,,,,,,,,,
2 BHK Flat 900 Sq-ft For Rent in,"₹28,000","vrundavan flat, Ahmedabad",2.0,2.0,,Immediately,Furnished,"₹28,000","Ahmedabad, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Ahmedabad&id=4d423832303035393535,,900sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹31/sqft,,4(Out of 10 Floors),East,,15 to 20 years,"₹56, 000",,,"Garden/Park, Main Road",15 to 20 years,,,,,"Store, Study",,,,,1.0,,,,,,,,,,Freehold,,,,,,,
"2 BHK Flat 1129 Sq-ft For Rent in Safal Parisar 1,","₹16,000","Khokhra, Ahmedabad",2.0,2.0,1129sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹14/sqft,Immediately,Unfurnished,"₹16,000","Khokhra, Ahmedabad - South, Gujarat",Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1129-Sq-ft-Multistorey-Apartment-FOR-Rent-Khokhra-in-Ahmedabad&id=4d423430323635303331,,,Safal Parisar 1,12(Out of 12 Floors),,,,"₹32, 000",,,,,,,₹ 52.5 Lac - ₹ 75.0 Lac,Safal Constructions India Pvt. Ltd.,,"Fire Fighting Equipment,Cycling & Jogging Track,Kids Play Area,Indoor Games Room,Event Space & Amphitheatre,Intercom Facility,Vaastu Compliant,Reserved Parking,Gymnasium,Club House,Lift,Power Back Up","₹ 4,488 - ₹ 5,556","2, 3 BHK Flats","12 Towers , 480 Units",,,,,,,,,,,,,,,,,,
"3 BHK 1700 Sq-ft Flat/Apartment  For Rent in Swastik Vivanta,","₹25,000","South Bopal, Ahmedabad",3.0,3.0,1700sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹15/sqft,Immediately,Semi-Furnished,"₹25,000","South Bopal, Ahmedabad - West, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1700-Sq-ft-Multistorey-Apartment-FOR-Rent-South-Bopal-in-Ahmedabad&id=4d423833353038353435,,,Swastik Vivanta,10(Out of 14 Floors),East,,,,south bopal main road,,Garden/Park,New Construction,,,₹ 79.2 Lac - ₹ 1.12 Cr,Swastik Group,Store,"Meditation Area,Indoor Games Room,Event Space & Amphitheatre,Kids play area,Barbeque space,Large Open space,Piped Gas,Park,Gymnasium",,3 BHK Flat,"1 Tower , 108 Units",1.0,,,,,,,,,,Freehold,,,,,,,
2 BHK Flat 1500 Sq-ft For Rent in,"₹22,000","Zundal, Ahmedabad",2.0,2.0,,Immediately,Semi-Furnished,"₹22,000","Zundal, Ahmedabad, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Rent-Zundal-in-Ahmedabad&id=4d423833303338373835,2.0,1500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹15/sqft,,6(Out of 9 Floors),North,,Less than 5 years,"₹44, 000",,,,Less than 5 years,,,,,Store,,,,,,,,,,,,,,,,,,,,,,
"3 BHK 1700 Sq-ft Flat/Apartment  For Rent in Ashapura Samanvay Scintilla,","₹40,000","South Bopal, Ahmedabad",3.0,3.0,1700sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹24/sqft,Immediately,Furnished,"₹40,000","South Bopal, Ahmedabad - West, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1700-Sq-ft-Multistorey-Apartment-FOR-Rent-South-Bopal-in-Ahmedabad&id=4d423833353038353133,,,Ashapura Samanvay Scintilla,9(Out of 14 Floors),East,,,,south bopal main road,,Main Road,Less than 5 years,,,₹ 68.4 Lac Onwards,Ashapura Buildcon LLP,Servant Room,"Badminton court,Aesthetically designed landscape garden,Half basketball court,Fire Fighting Equipment,Meditation Area,Indoor Games Room,Guest Accommodation,Library,CCTV Camera,Solar Energy,Infinity Swimming Pool,Mini Cinema Theatre,Jogging and Strolling Track,Cafeteria/Food Court,Banquet Hall,Internet/Wi-Fi Connectivity,Private Terrace/Garden,Security,Reserved Parking,Gymnasium,Swimming Pool","₹ 3,765 - ₹ 4,529",3 BHK Flats,"10 Towers , 559 Units",1.0,,,,,,,,,,Freehold,,,,,,,
3 BHK 175 Sq-yrd Flat/Apartment  For Rent in,"₹22,500","Ghatlodiya, Ahmedabad",3.0,3.0,175sqyrdsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹14/sqft,Immediately,Semi-Furnished,"₹22,500","Ghatlodiya, Ahmedabad - West, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-175-Sq-yrd-Multistorey-Apartment-FOR-Rent-Ghatlodiya-in-Ahmedabad&id=4d423430323738313337,2.0,,,3(Out of 3 Floors),,,Above 20 years,,,,,Above 20 years,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2 BHK Flat 1215 Sq-ft For Rent in Venus Parkland,","₹25,000","Vejalpur, Ahmedabad",2.0,2.0,1215sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹21/sqft,Immediately,Furnished,"₹25,000","Vejalpur, Ahmedabad - West, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1215-Sq-ft-Multistorey-Apartment-FOR-Rent-Vejalpur-in-Ahmedabad&id=4d423832383532323831,,,Venus Parkland,5(Out of 5 Floors),,,10 to 15 years,,,,,10 to 15 years,,,₹ 63.0 Lac - ₹ 85.0 Lac,Venus Group of Companies,,"Fire Fighting Equipment,Cycling & Jogging Track,Multipurpose Courts,Kids Play Area,Event Space & Amphitheatre,Visitor Parking,Security,Reserved Parking","₹ 4,630 - ₹ 5,247","2, 3 BHK Flats","22 Towers , 860 Units",1.0,,,,,,,,,,,,,,,,,
"3 BHK 2000 Sq-ft Flat/Apartment  For Rent in Sambhav Stavan Avisha,","₹42,000","Satellite, Ahmedabad",3.0,3.0,,Immediately,Semi-Furnished,"₹42,000|₹3,000Monthly Maintenance","Near Varjdham Haveli Prenatirth Deraser Road Satililte, Satellite, Ahmedabad - West, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-2000-Sq-ft-Multistorey-Apartment-FOR-Rent-Satellite-in-Ahmedabad&id=4d423833313732343637,,1300sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹32/sqft,Sambhav Stavan Avisha,4(Out of 10 Floors),East,,Less than 5 years,"₹84, 000",Near Varjdham Haveli Prenatirth Deraser Road Satililte,,"Garden/Park, Main Road",Less than 5 years,,,₹ 1.55 Cr - ₹ 1.55 Cr,Sambhav Infrastructure Pvt. Ltd.,"Puja Room, Store, Study","Fire Fighting Equipment,Cycling & Jogging Track,Retail Boulevard (Retail Shops),Multipurpose Courts,Meditation Area,Kids Play Area,Indoor Games Room,Flower Gardens,Event Space & Amphitheatre,Jogging and Strolling Track,Internet/Wi-Fi Connectivity,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",,,"3 Towers , 120 Units",1.0,,,,,,,,,,,,,,,,,
"3 BHK 2025 Sq-ft Flat/Apartment  For Rent in Shivalik Sharda Harmony,","₹75,000","Ambawadi, Ahmedabad",3.0,3.0,2025sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹37/sqft,Immediately,Furnished,"₹75,000","near Panjrapol Cross Road ambavadi, Ambawadi, Ahmedabad - Central, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-2025-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambawadi-in-Ahmedabad&id=4d423833313639343031,3.0,,Shivalik Sharda Harmony,4(Out of 10 Floors),East,,New Construction,₹1.5 Lac,near Panjrapol Cross Road Amabawadi,,"Garden/Park, Main Road",New Construction,,,₹ 1.69 Cr - ₹ 3.07 Cr,Shivalik Group,"Puja Room, Store","Kids Play Area,Indoor Games Room,CCTV Camera,Piped Gas,Intercom Facility,Gymnasium,Rain Water Harvesting,Lift,Power Back Up","₹ 6,900 - ₹ 7,951",3 BHK Flats,"3 Towers , 279 Units",,,,,,,,,,,,,,,,,,
"2 BHK 133 Sq-yrd Flat/Apartment  For Rent in Yash Pinnacle,","₹22,000","Paldi, Ahmedabad",2.0,2.0,,Immediately,Furnished,"₹22,000","Anjali cross road paldi, Paldi, Ahmedabad - Central, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-133-Sq-yrd-Multistorey-Apartment-FOR-Rent-Paldi-in-Ahmedabad&id=4d423639343937383635,2.0,105sqyrdsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹210/sqyrd,Yash Pinnacle,3(Out of 5 Floors),North - East,2.0,,"₹44, 000",fast food hub,Marble,"Garden/Park, Main Road",10 to 15 years,24 Hours Available,No/Rare Powercut,₹ 57.4 Lac - ₹ 61.6 Lac,Yash Group,"Store, Servant Room","Fire Fighting Equipment,Multipurpose Courts,Kids Play Area,Indoor Games Room,Internet/Wi-Fi Connectivity,Intercom Facility,Security,Reserved Parking,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",,2 BHK Flat,"1 Tower , 193 Units",,,1.0,2.0,,,,,,,,,,,,,,
"3 BHK 254 Sq-yrd Flat/Apartment  For Rent in Setu Scarlet,","₹28,500","Motera, Ahmedabad",3.0,3.0,254sqyrdsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹12/sqft,Immediately,Unfurnished,"₹28,500|₹2,000Monthly Maintenance","motera, Motera, Ahmedabad - North, Gujarat",Unfurnished,https://www.magicbricks.com/propertyDetails/3-BHK-254-Sq-yrd-Multistorey-Apartment-FOR-Rent-Motera-in-Ahmedabad&id=4d423832333039333135,2.0,,Setu Scarlet,9(Out of 11 Floors),East,,5 to 10 years,"₹60, 000",vrudavan peral  1,,"Garden/Park, Main Road",5 to 10 years,,,₹ 1.40 Cr Onwards,Setu Infracon,Store,"Fire Fighting Equipment,Cycling & Jogging Track,Retail Boulevard (Retail Shops),Rentable Community Space,Recreational Pool,Outdoor Tennis Courts,Multipurpose Courts,Meditation Area,Library And Business Centre,Kids Play Area,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Jogging and Strolling Track,DTH Television Facility,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Service/Goods Lift,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",,3 BHK Flats,"2 Towers , 64 Units",,,,,,,,,,,,,,,,,,
"2 BHK Flat 109 Sq-ft For Rent in Kavish Karnavati Enclave,","₹9,000","New Maninagar, Ahmedabad",2.0,2.0,109sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹83/sqft,Immediately,Unfurnished,"₹9,000|₹1,100Monthly Maintenance","Ahmedabad, Gujarat, India, New Maninagar, Ahmedabad - East, Gujarat",Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-109-Sq-ft-Multistorey-Apartment-FOR-Rent-New-Maninagar-in-Ahmedabad&id=4d423639343634373839,,,Kavish Karnavati Enclave,1(Out of 7 Floors),,,Less than 5 years,"₹18, 000",doon English medium school,,"Pool, Garden/Park",Less than 5 years,,,₹ 44.3 Lac - ₹ 44.6 Lac,Kavish Infrastucture,Store,"Provision for power backup,Aesthetically designed landscape garden,Community entrance gate,Fire Fighting Equipment,Kids play area,CCTV Camera,Visitor Parking,Club House,Lift","₹ 4,367 - ₹ 4,913",2 BHK Flats,"7 Towers , 336 Units",1.0,,,,,,,,,,,,,,,,,
4 BHK  500 Sq-yrd For Rent in,₹1.0 Lac,"Thaltej, Ahmedabad",4.0,4.0,500sqyrdsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹22/sqft,Immediately,Furnished,"₹1 Lac|₹3,500Monthly Maintenance","Thaltej, Thaltej, Ahmedabad - West, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/4-BHK-500-Sq-yrd-Villa-FOR-Rent-Thaltej-in-Ahmedabad&id=4d423832333131383535,2.0,,,,North,,10 to 15 years,₹2.0 Lac,Thaltej,Vitrified,Main Road,10 to 15 years,24 Hours Available,No/Rare Powercut,,,Store,,,,,,1.0,2.0,,2 Covered,,,,,,,,,,,,,
"4 BHK 3800 Sq-ft Flat/Apartment  For Rent in Galaxy Gala Luxuria,","₹85,000","South Bopal, Ahmedabad",4.0,5.0,,Immediately,Furnished,"₹85,000","South Bopal, Ahmedabad, South Bopal, Ahmedabad - West, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/4-BHK-3800-Sq-ft-Multistorey-Apartment-FOR-Rent-South-Bopal-in-Ahmedabad&id=4d423833343134303335,2.0,2858sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹30/sqft,Galaxy Gala Luxuria,7(Out of 12 Floors),East,3.0,,₹1.7 Lac,gala luxuria opp orchid elegance south bopal ahmedabad.,"Granite, Marble, Marbonite, Mosaic, Wooden",Garden/Park,5 to 10 years,24 Hours Available,No/Rare Powercut,₹ 2.74 Cr - ₹ 3.98 Cr,Galaxy Group,"Puja Room, Store, Servant Room","Multipurpose Courts,Kids Play Area,Kids Club,Indoor Games Room,Bank & ATM,Piped Gas,RO Water System,Waste Disposal,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 6,158 - ₹ 6,974",4 BHK Flats,"2 Towers , 76 Units",,12.0,3.0,3.0,,,,,,,,,,,,,,
Flat For Rent in,Call for Price,"Vejalpur, Ahmedabad",,,,Immediately,,,"Vejalpur, Ahmedabad - West, Gujarat",,https://www.magicbricks.com/propertyDetails/Multistorey-Apartment-FOR-Rent-Vejalpur-in-Ahmedabad&id=4d423831353238313439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
