Title,Rental_Price,Location,Beds,Baths,Balcony,Carpet Area,Developer,Project,Floor,Status,Facing,Furnished Status,Age Of Construction,Rental Value,Address,Landmarks,Furnishing,Flooring,Overlooking,Age of Construction,Amenities,Price,Price per sqft,Configuration,Tower & Unit,link,Super Built-up Area,Security Deposit,Balconies,Covered Parking,Additional Rooms,Lift,Car parking,Water Availability,Status of Electricity,Floors allowed for construction,Bed,Bath,Lifts,Unit,Tower,Authority Approval,Type of Ownership,RERA ID,Plot Area,No of Open Sides,Any Construction done,Boundary Wall,Transaction Type,Additional Features,Approved,Floors allowed,Floor allowed
3 BHK Builder Floor 1450 Sq-ft For Rent in,"₹23,000","Talaghattapura, Bangalore",3.0,2.0,,,,,2(Out of 5 Floors),Immediately,,Semi-Furnished,,"₹23,000","Talaghattapura, Bangalore - South, Karnataka",,Semi-Furnished,,,,,,,,,https://www.magicbricks.com/propertyDetails/3-BHK-1450-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Talaghattapura-in-Bangalore&id=4d423632383633343937,1450sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹16/sqft,₹2.3 Lac,,,,,,,,,,,,,,,,,,,,,,,,,
"2 BHK Flat 1000 Sq-ft For Rent in Shivaganga Sai Raksha,","₹38,000","Raghuvanahalli BCMC Layout, Bangalore",2.0,2.0,,890sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹43/sqft,,Shivaganga Sai Raksha,2(Out of 4 Floors),Immediately,North,Semi-Furnished,New Construction,"₹38,000|₹3,000Monthly Maintenance","shivaganga Sairaksha Apartment, Raghuvanahalli BCMC Layout, Bangalore - South, Karnataka",Beside Udupi Sri Krishnam Hotel.,Semi-Furnished,,"Garden/Park, Pool, Main Road",New Construction,"Sewage treatment plant,Private Garden,CCTV Camera,Multipurpose Hall,Private Terrace/Garden,Security,Gymnasium,Swimming Pool",₹ 1.53 Cr - ₹ 2.20 Cr,,,"1 Tower , 130 Units",https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Raghuvanahalli-BCMC-Layout-in-Bangalore&id=4d423833303131383539,,₹2.0 Lac,2.0,,,,,,,,,,,,,,,,,,,,,,,,
1 BHK Residential House  For Rent,"₹14,000","Kammanahalli, Bangalore",,,,,,,,Immediately,,Semi-Furnished,5 to 10 years,"₹14,000","No 7 Noel House ennasappa Road kammanahalli st Thomas town post Bangalore 560084, Kammanahalli, Bangalore - Central, Karnataka",,Semi-Furnished,,,5 to 10 years,,,,,,https://www.magicbricks.com/propertyDetails/1-BHK-350-Sq-ft-Residential-House-FOR-Rent-Kammanahalli-in-Bangalore&id=4d423637343239333335,350sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹40/sqft,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
"3 BHK Flat 1500 Sq-ft For Rent in Zonasha Elegance Phase 2,","₹70,000","Haralur Main Road, Bangalore",3.0,3.0,,,Zonasha Estates and Projects Pvt. Ltd.,Zonasha Elegance Phase 2,4(Out of 4 Floors),,East,Furnished,5 to 10 years,"₹70,000|₹4,100Monthly Maintenance","Haralur Main Road, Bangalore - South, Karnataka",,Furnished,Vitrified,Garden/Park,5 to 10 years,"Fire Fighting Equipment,Kids Play Area,AEROBICS ROOM,CCTV Camera,Jogging and Strolling Track,Bar/Lounge,Banquet Hall,DTH Television Facility,Laundry Service,Waste Disposal,Maintenance Staff,Visitor Parking,Service/Goods Lift,Private Terrace/Garden,Reserved Parking,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 1.34 Cr - ₹ 1.71 Cr,,,"5 Towers , 125 Units",https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Rent-Haralur-Main-Road-in-Bangalore&id=4d423731393739333435,1500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹47/sqft,₹2.5 Lac,,1.0,,1.0,1 Covered,24 Hours Available,No/Rare Powercut,,,,,,,,,,,,,,,,,,
2 BHK Flat 1150 Sq-ft For Rent in,"₹40,000","Babusapalya, Bangalore",2.0,2.0,1.0,1050sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹38/sqft,,,2(Out of 4 Floors),Immediately,North,Semi-Furnished,New Construction,"₹40,000|₹3,000Monthly Maintenance","Horamavu, Babusapalya, Bangalore - East, Karnataka","outer ring road, manyata tech park, rmz infinity",Semi-Furnished,,Main Road,New Construction,,,,,,https://www.magicbricks.com/propertyDetails/2-BHK-1150-Sq-ft-Multistorey-Apartment-FOR-Rent-Babusapalya-in-Bangalore&id=4d423833343930373433,,₹2.5 Lac,,,Puja Room,,,,,,,,,,,,Freehold,,,,,,,,,,
3 BHK  2300 Sq-ft For Rent in,"₹65,000","Yelahanka, Bangalore",3.0,3.0,,,,,1(Out of 5 Floors),Immediately,,Semi-Furnished,,"₹65,000","Bangalore - North, Karnataka",,Semi-Furnished,,,,,,,,,https://www.magicbricks.com/propertyDetails/3-BHK-2300-Sq-ft-Residential-House-FOR-Rent-Yelahanka-in-Bangalore&id=4d423731393831353933,2300sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹28/sqft,,,,,,,,,,,,,,,,,,,,,,,,,,
"2 BHK Flat 1313 Sq-ft For Rent in Mana Uber Verdant 2,","₹65,000","Sarjapur, Bangalore",2.0,2.0,,,Mana Projects,Mana Uber Verdant 2,13(Out of 13 Floors),Immediately,West,Unfurnished,Less than 5 years,"₹65,000","Uber Verdant Phase-2, Sarjapur, Bangalore - South, Karnataka","Very Close to Dmart Sarjapur Road, Main road Society",Unfurnished,"Granite, Marble, Mosaic, Wooden",Garden/Park,Less than 5 years,"Waste water recycling,Sand pit,Lawn with pathway,Tot-lot surrounding,Aesthetically designed landscape garden,Cricket net practice,Volleyball court,Meditation Area,Indoor Squash & Badminton Courts,Flower Gardens,Kids play area,Pet park,Entry Exit Gate,Multipurpose Hall,Golf Course,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Cafeteria/Food Court,Internet/Wi-Fi Connectivity,Security,Reserved Parking,Gymnasium,Swimming Pool,Club House,Lift,Power Back Up",₹ 1.79 Cr - ₹ 2.55 Cr,,"2, 3 BHK Flat","3 Towers , 433 Units",https://www.magicbricks.com/propertyDetails/2-BHK-1313-Sq-ft-Multistorey-Apartment-FOR-Rent-Sarjapur-in-Bangalore&id=4d423831343238363833,1313sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹50/sqft,,,1.0,,,1 Covered,24 Hours Available,No/Rare Powercut,,,,,,,,,,,,,,,,,,
2 BHK  900 Sq-ft For Rent in,"₹23,000","Immadihalli Main Road, Bangalore",2.0,2.0,,800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹29/sqft,,,,Immediately,North,Semi-Furnished,Less than 5 years,"₹23,000","reliance super fresh, Immadihalli Main Road, Bangalore - East, Karnataka",advaitha hotel,Semi-Furnished,,Main Road,Less than 5 years,,,,,,https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Residential-House-FOR-Rent-Immadihalli-Main-Road-in-Bangalore&id=4d423833343930383435,,"₹60, 000",,,Puja Room,,,,,,,,,,,,,,,,,,,,,,
2 BHK  1000 Sq-ft For Rent in,Call for Rent,"Kammagondanahalli Bangalore, Bangalore",2.0,2.0,,,,,,Immediately,,Semi-Furnished,,,"Bangalore, Karnataka",,Semi-Furnished,,,,,,,,,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Residential-House-FOR-Rent-in-Bangalore&id=4d423737363334333533,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham,,,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK 2209 Sq-ft Flat/Apartment  For Rent in Sattva Aqua Vista,","₹68,000","Bannerghatta Road, Bangalore",3.0,3.0,,,Sattva,Sattva Aqua Vista,16(Out of 19 Floors),Immediately,East,Semi-Furnished,,"₹68,000|₹5.0 LacMonthly Maintenance","Kalena Agrahara, Bannerghatta Main road, Bannerghatta Road, Bangalore - South, Karnataka","Near DECATHALON, Royal Meenakshi Mall",Semi-Furnished,"Vitrified, Wooden",Garden/Park,Less than 5 years,"Badminton court,Aesthetically designed landscape garden,Cricket net practice,Fire Fighting Equipment,Multipurpose Courts,Indoor Squash & Badminton Courts,Indoor Games Room,AEROBICS ROOM,Library,Kids play area,Multipurpose Hall,Health club with Steam / Jaccuzi,Security,Gymnasium,Swimming Pool,Lift,Power Back Up",₹ 5.80 Cr - ₹ 6.15 Cr,"₹ 13,542 - ₹ 15,191","3, 4 BHK Flats","3 Towers , 181 Units",https://www.magicbricks.com/propertyDetails/3-BHK-2209-Sq-ft-Multistorey-Apartment-FOR-Rent-Bannerghatta-Main-Road-in-Bangalore&id=4d423833343930373839,2209sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹31/sqft,"₹7, 000",2.0,1.0,Puja Room,2.0,"1 Covered, 1 Open",24 Hours Available,No/Rare Powercut,,,,2.0,,,,,,,,,,,,,,
4 BHK Residential House  For Rent,₹1.0 Lac,"Thindlu, Bangalore",4.0,4.0,,,,,Ground(Out of 4 Floors),Immediately,,Semi-Furnished,,₹1 Lac,"Thindlu, Bangalore - North, Karnataka",,Semi-Furnished,,,,,,,,,https://www.magicbricks.com/propertyDetails/4-BHK-5000-Sq-ft-Residential-House-FOR-Rent-Thindlu-in-Bangalore&id=4d423632383933333039,5000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹20/sqft,,,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK Residential House  For Rent,"₹20,000","Varthur, Bangalore",2.0,2.0,,1100sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹18/sqft,,,3(Out of 3 Floors),Immediately,North,Semi-Furnished,Less than 5 years,"₹20,000|₹3,000Monthly Maintenance","Varthur, Bangalore - East, Karnataka",,Semi-Furnished,Granite,,Less than 5 years,,,,,,https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Residential-House-FOR-Rent-Varthur-in-Bangalore&id=4d423638393038323533,,"₹70, 000",,5.0,,,5 Covered,24 Hours Available,,,,,,,,,,,,,,,,,,,
3 BHK Residential House  For Rent,"₹47,000","Koramangala, Bangalore",3.0,3.0,,,,,,Immediately,,Semi-Furnished,,"₹47,000","Koramangala, Bangalore - South, Karnataka",,Semi-Furnished,,,,,,,,,https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Residential-House-FOR-Rent-Koramangala-in-Bangalore&id=4d423833323830323531,1500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹31/sqft,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
"2 BHK 955 Sq-ft Flat/Apartment  For Rent in Adarsh Greens,","₹35,400","Kogilu, Bangalore",2.0,2.0,1.0,637sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹56/sqft,Adarsh Group,Adarsh Greens,5(Out of 12 Floors),Immediately,East,Semi-Furnished,,"₹35,400|₹5,000Monthly Maintenance","Adarsh Greens, Sy. No. 3, Garg Street, Prakruti Nagar, Gastikempanahalli, Kogilu, Bangalore, Kogilu, Bangalore - North, Karnataka","At Adarsh Greens, you will find passionately crafted designs and engin",Semi-Furnished,Vitrified,Main Road,,"Fire Fighting Equipment,Kids Play Pool With Water Slides,Jogging and Strolling Track,Waste Disposal,Maintenance Staff,Visitor Parking,Service/Goods Lift,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 68.1 Lac - ₹ 1.05 Cr,,"1, 2 BHK Flat","11 Towers , 1053 Units",https://www.magicbricks.com/propertyDetails/2-BHK-955-Sq-ft-Multistorey-Apartment-FOR-Rent-Kogilu-in-Bangalore&id=4d423831343237393235,,₹1.5 Lac,,1.0,None of these,2.0,1 Covered,24 Hours Available,No/Rare Powercut,12.0,,,2.0,,,,,,,,,,,,,,
"3 BHK  2200 Sq-ft For Rent in Royal Sunnyvale,","₹22,000","Anekal Main Road, Bangalore",3.0,3.0,1.0,1650sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹13/sqft,,,,Immediately,West,Semi-Furnished,New Construction,"₹22,000","Villa No. 129, Royal Sunnyvale, Chandapura anekal road, Anekal Main Road, Bangalore - South, Karnataka",,Semi-Furnished,,,New Construction,"Fire Fighting Equipment,Kids Play Pool With Water Slides,Kids Play Area,Kids Club,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Cafeteria/Food Court,Internet/Wi-Fi Connectivity,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Service/Goods Lift,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 35.8 Lac - ₹ 60.0 Lac,,,,https://www.magicbricks.com/propertyDetails/3-BHK-2200-Sq-ft-Villa-FOR-Rent-Anekal-Main-Road-in-Bangalore&id=4d423334343531393431,,₹2.0 Lac,,,,,,,,,,,,", 173 Units",,,,,,,,,,,,,
"3 BHK 2000 Sq-ft Flat/Apartment  For Rent in Macivar Place,",₹1.0 Lac,"Lavelle Road, Bangalore",3.0,3.0,,1700sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹59/sqft,,Macivar Place,2(Out of 5 Floors),Immediately,East,Semi-Furnished,Less than 5 years,"₹1 Lac|₹8,000Monthly Maintenance","Bangalore, Lavelle Road, Bangalore - Central, Karnataka",Starbucks,Semi-Furnished,,,Less than 5 years,,₹ 4.02 Cr - ₹ 7.08 Cr,,,,https://www.magicbricks.com/propertyDetails/3-BHK-2000-Sq-ft-Multistorey-Apartment-FOR-Rent-Lavelle-Road-in-Bangalore&id=4d423830373632373739,,₹6.0 Lac,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK 1000 Sq-ft Flat/Apartment  For Rent in,"₹28,000","Sarjapur Road, Bangalore",2.0,2.0,,,,,2(Out of 5 Floors),Immediately,,Unfurnished,,"₹28,000","Sarjapur Road, Bangalore - South, Karnataka",,Unfurnished,,,,,,,,,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Sarjapur-Road-in-Bangalore&id=4d423831393234323831,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹28/sqft,,,,,,,,,,,,,,,,,,,,,,,,,,
1 BHK Residential House  For Rent,"₹10,000","Hosur Road, Bangalore",,,,,,,,Immediately,,Unfurnished,,"₹10,000","Hosur Road, Bangalore - South, Karnataka",,Unfurnished,,,,,,,,,https://www.magicbricks.com/propertyDetails/1-BHK-500-Sq-ft-Residential-House-FOR-Rent-Hosur-Road-in-Bangalore&id=4d423833333936343033,500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹20/sqft,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
"2 BHK 1400 Sq-ft Flat/Apartment  For Rent in Richmond Town,","₹60,000","Richmond Town, Bangalore",2.0,2.0,,1100sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹55/sqft,,Richmond Town,2(Out of 4 Floors),Immediately,,Semi-Furnished,10 to 15 years,"₹60,000|₹5,000Monthly Maintenance","Richmond Town, Bangalore, Richmond Town, Bangalore - Central, Karnataka",,Semi-Furnished,"Marble, Vitrified",,10 to 15 years,,₹ 2.99 Cr - ₹ 3.98 Cr,,,,https://www.magicbricks.com/propertyDetails/2-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Rent-Richmond-Town-in-Bangalore&id=4d423734323337383537,,₹3.0 Lac,2.0,1.0,,1.0,1 Covered,24 Hours Available,No/Rare Powercut,,,,,,,,,,,,,,,,,,
4 BHK Residential House  For Rent,"₹35,000",Kanshiram Nagar,4.0,3.0,,,,,,Immediately,,Semi-Furnished,,"₹35,000","Kanshiram Nagar, Bangalore - North, Karnataka",,Semi-Furnished,,,,,,,,,https://www.magicbricks.com/propertyDetails/4-BHK-1600-Sq-ft-Residential-House-FOR-Rent-in-Bangalore&id=4d423832353439333635,1600sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹22/sqft,,,,,,,,,,,,,,,,,,,,,,,,,,
"2 BHK Flat 1195 Sq-ft For Rent in Mittal Elanza,","₹40,000","Kogilu, Bangalore",2.0,2.0,1.0,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹40/sqft,Mittal Universal,Mittal Elanza,8(Out of 13 Floors),,,Semi-Furnished,,"₹40,000","Kogilu, Bangalore, Kogilu, Bangalore - North, Karnataka",,Semi-Furnished,,,,"Kids play area,Infinity Swimming Pool,Banquet Hall,Visitor Parking,Security,Reserved Parking,Gymnasium,Swimming Pool,Club House,Lift,Power Back Up",₹ 1.25 Cr - ₹ 2.01 Cr,,3 BHK Flats,"4 Towers , 224 Units",https://www.magicbricks.com/propertyDetails/2-BHK-1195-Sq-ft-Multistorey-Apartment-FOR-Rent-Kogilu-in-Bangalore&id=4d423833373533313939,,₹2.5 Lac,,,,,,,,13.0,,,,,,,,,,,,,,,,,
2 BHK Flat 1450 Sq-ft For Rent in,"₹55,000","Jayanagar, Bangalore",2.0,2.0,1.0,1250sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹44/sqft,,,Ground(Out of 6 Floors),Immediately,North,Semi-Furnished,Less than 5 years,"₹55,000|₹5,000Monthly Maintenance","Jayanagar 8th Block, Near HDFC Bank, Jayanagar, Bangalore - South, Karnataka",Near HDFC Bank and Close to Srirama Temple,Semi-Furnished,Ceramic Tiles,Garden/Park,Less than 5 years,,,,,,https://www.magicbricks.com/propertyDetails/2-BHK-1450-Sq-ft-Multistorey-Apartment-FOR-Rent-Jayanagar-in-Bangalore&id=4d423832323634373331,,₹5.0 Lac,,,"Puja Room, Store",,,,,,,,,,,,Freehold,,,,,,,,,,
"4 BHK 2635 Sq-ft Flat/Apartment  For Rent in SNN Clermont,",₹1.2 Lac,"Hebbal, Bangalore",4.0,3.0,,2200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹55/sqft,SNN Estates,SNN Clermont,7(Out of 44 Floors),Immediately,North,Semi-Furnished,,"₹1.2 Lac|₹10,000Monthly Maintenance","Outer Ring Rd, Opp. Nagawara Lake, Jogappa Layout, Hebbal, Bengaluru, Karnataka, Hebbal, Bangalore - North, Karnataka","Conveniently located near Manyata Tech Park, schools, hospitals,",Semi-Furnished,"Ceramic Tiles, Granite, Vitrified, Wooden",Main Road,Less than 5 years,"Kids Splash Pool,Badminton court,Outdoor Tennis Courts,Meditation Area,Indoor Squash & Badminton Courts,Indoor Games Room,Event Space & Amphitheatre,Arts & Craft Studio,AEROBICS ROOM,Kids play area,Multipurpose Hall,Premium branded fittings,Fingerprint Access,Large Open space,Large Clubhouse,Health club with Steam / Jaccuzi,Central AC,Skydeck,Infinity Swimming Pool,Private jaccuzi,Private pool,Piped Gas,Cafeteria/Food Court,Banquet Hall,RO Water System,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 4.24 Cr - ₹ 5.60 Cr,"₹ 5,400 - ₹ 22,000","3, 4, 5 BHK Flats","5 Towers , 429 Units",https://www.magicbricks.com/propertyDetails/4-BHK-2635-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423831393233393639,,₹6.5 Lac,2.0,1.0,Servant Room,3.0,,24 Hours Available,No/Rare Powercut,20.0,,,3.0,,,,,,,,,,,,,,
2 BHK Residential House  For Rent,"₹17,000","MedaHalli, Bangalore",2.0,,,,,,,Immediately,,Semi-Furnished,,"₹17,000","MedaHalli, Bangalore - East, Karnataka",,Semi-Furnished,,,,,,,,,https://www.magicbricks.com/propertyDetails/2-BHK-700-Sq-ft-Residential-House-FOR-Rent-MedaHalli-in-Bangalore&id=4d423833313437373439,700sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹24/sqft,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
3 BHK  1700 Sq-ft For Rent in,"₹35,000","Kumara park West, Bangalore",3.0,3.0,,,,,1(Out of 2 Floors),Immediately,,Unfurnished,,"₹35,000","Bangalore - West, Karnataka",,Unfurnished,,,,,,,,,https://www.magicbricks.com/propertyDetails/3-BHK-1700-Sq-ft-Residential-House-FOR-Rent-Seshadripuram-in-Bangalore&id=4d423638393037393631,1700sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹21/sqft,,,,,,,,,,,,,,,,,,,,,,,,,,
"2 BHK  780 Sq-ft For Rent in Sri Lakshmi Venkateshwara Nilaya,",₹12.0 Lac,"Panathur, Bangalore",2.0,2.0,,"760sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹1,579/sqft",,,,Immediately,North,Semi-Furnished,Less than 5 years,₹12 Lac|₹500Monthly Maintenance,"mmk Layout Kattigenahalli Yelahanka Bangalore, Panathur, Bangalore - East, Karnataka",,Semi-Furnished,,Main Road,Less than 5 years,,₹ 1.76 Cr - ₹ 2.36 Cr,,,"1 Tower , 16 Units",https://www.magicbricks.com/propertyDetails/2-BHK-780-Sq-ft-Residential-House-FOR-Rent-Panathur-in-Bangalore&id=4d423738383732353837,,₹12.0 Lac,,,Puja Room,,,,,,,,,,,,,,,,,,,,,,
3 BHK Residential House  For Rent,"₹28,000","Ramamurthy Nagar, Bangalore",3.0,3.0,,1100sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹25/sqft,,,,Immediately,North - East,Semi-Furnished,5 to 10 years,"₹28,000|₹1,000Monthly Maintenance","Standalone Building 6th Main Sir MV Nagar 2nd Block Ramamurthy Nagar Bangalore  East Karnataka., Ramamurthy Nagar, Bangalore - East, Karnataka",Bharath Petrol Station.,Semi-Furnished,Vitrified,,5 to 10 years,,,,,,https://www.magicbricks.com/propertyDetails/3-BHK-1200-Sq-ft-Residential-House-FOR-Rent-Ramamurthy-Nagar-in-Bangalore&id=4d423833313437303239,,,2.0,,Puja Room,,,24 Hours Available,No/Rare Powercut,,,,,,,RWA/Co-operative Housing Society,,,,,,,,,,,
"3 BHK 2315 Sq-ft Flat/Apartment  For Rent in Vaswani Exquisite,",₹1.1 Lac,"Whitefield, Bangalore",3.0,4.0,,1900sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹56/sqft,Vaswani Group,Vaswani Exquisite,14(Out of 19 Floors),Immediately,East,Semi-Furnished,5 to 10 years,"₹1.1 Lac|₹10,700Monthly Maintenance","hoodi, Whitefield, Bangalore - East, Karnataka","itpl hoodio, PSN. Whitefield",Semi-Furnished,,Pool,5 to 10 years,"Fire Fighting Equipment,Cycling & Jogging Track,Multipurpose Courts,Meditation Area,Kids Play Area,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Multipurpose Hall,Grand Entrance lobby,Earth quake resistant,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Waste Disposal,Intercom Facility,Visitor Parking,Vaastu Compliant,Water Storage,Security,Reserved Parking,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 3.0 Cr - ₹ 4.78 Cr,,"3, 4 BHK Flat","4 Towers , 388 Units",https://www.magicbricks.com/propertyDetails/3-BHK-2315-Sq-ft-Multistorey-Apartment-FOR-Rent-whitefield-in-Bangalore&id=4d423833323830313939,,₹4.0 Lac,2.0,,"Puja Room, Store, Study, Servant Room",,,,,,,,,,,,,,,,,,,,,,
"4 BHK  2700 Sq-ft For Rent in 42 Queens Square,","₹62,000","Infosys Head Quater, Bangalore",4.0,4.0,,2100sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹30/sqft,,,,Immediately,North,Semi-Furnished,Less than 5 years,"₹62,000|₹8,000Monthly Maintenance","42 Queens Square, Infosys Head Quater, Bangalore - South, Karnataka","Sarjapura Main Road, near to Sarjapura Police Station",Semi-Furnished,Vitrified,Main Road,Less than 5 years,"Half basketball court,Kids Play Pool With Water Slides,Event Space & Amphitheatre,Cycling track,Kids play area,CCTV Camera,Large Open space,Health club with Steam / Jaccuzi,Skydeck,Conference Room,Internet/Wi-Fi Connectivity,Swimming Pool,Club House,Power Back Up",₹ 1.94 Cr - ₹ 3.63 Cr,"₹ 9,854 - ₹ 10,475","4, 5 BHK Villas",,https://www.magicbricks.com/propertyDetails/4-BHK-2700-Sq-ft-Villa-FOR-Rent-Infosys-Head-Quater-in-Bangalore&id=4d423831393234303839,,₹2.0 Lac,,1.0,"Study, Servant Room, Puja Room, Store",,"1 Covered, 1 Open",24 Hours Available,No/Rare Powercut,3.0,,,,", 81 Units",,,,,,,,,,,,,
